,# time,left pressure 1[N/cm²],left pressure 2[N/cm²],left pressure 3[N/cm²],left pressure 4[N/cm²],left pressure 5[N/cm²],left pressure 6[N/cm²],left pressure 7[N/cm²],left pressure 8[N/cm²],left pressure 9[N/cm²],left pressure 10[N/cm²],left pressure 11[N/cm²],left pressure 12[N/cm²],left pressure 13[N/cm²],left pressure 14[N/cm²],left pressure 15[N/cm²],left pressure 16[N/cm²],left acceleration X[g],left acceleration Y[g],left acceleration Z[g],left angular X[dps],left angular Y[dps],left angular Z[dps],left total force[N],left center of pressure X[%],left center of pressure Y[%],right pressure 1[N/cm²],right pressure 2[N/cm²],right pressure 3[N/cm²],right pressure 4[N/cm²],right pressure 5[N/cm²],right pressure 6[N/cm²],right pressure 7[N/cm²],right pressure 8[N/cm²],right pressure 9[N/cm²],right pressure 10[N/cm²],right pressure 11[N/cm²],right pressure 12[N/cm²],right pressure 13[N/cm²],right pressure 14[N/cm²],right pressure 15[N/cm²],right pressure 16[N/cm²],right acceleration X[g],right acceleration Y[g],right acceleration Z[g],right angular X[dps],right angular Y[dps],right angular Z[dps],right total force[N],right center of pressure X[%],right center of pressure Y[%]
10,1188.7266666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.8333333333333334,2.75,3.0,1.8333333333333333,1.5,3.583333333333333,0.6666666666666667,2.083333333333333,-0.6700843333333334,-0.1967773333333333,2.7657876666666668,179.99333733333336,403.4566756666667,-14.0,146.66666666666666,0.18,-0.0333333333333333,12.0,16.416666666666668,5.666666666666667,11.5,0.0,0.9166666666666666,0.0,0.5,0.0,0.0,0.5,0.5,0.6666666666666666,0.0,0.0,0.0,-0.1399736666666666,0.0908203333333333,1.067057666666667,-42.140000666666666,11.899999333333334,-0.3033333333333332,456.0,-0.33,-0.0866666666666666
11,1188.743333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.6666666666666667,2.0,2.0,1.1666666666666667,0.75,1.9166666666666663,0.3333333333333333,1.1666666666666667,0.2438153333333332,-0.1293946666666666,2.9134113333333334,230.6266736666667,352.1233423333333,-53.549999,91.33333333333331,0.09,-0.0166666666666666,12.25,16.083333333333332,6.083333333333333,11.25,0.0,1.0833333333333333,0.0,0.5,0.0,0.0,0.5,0.25,0.8333333333333333,0.0,0.0,0.0,-0.1334633333333333,0.0756836666666666,1.0481773333333333,-31.08000033333333,6.579999666666668,0.3733333333333335,458.0,-0.33,-0.0833333333333333
12,1188.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.25,1.0,0.5,0.0,0.25,0.0,0.25,1.157715,-0.062012,3.061035,281.26001,300.790009,-93.099998,36.0,0.0,0.0,12.5,15.75,6.5,11.0,0.0,1.25,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,-0.126953,0.060547,1.029297,-20.02,1.26,1.05,460.0,-0.33,-0.08
13,1188.7766666666666,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.9166666666666669,0.6666666666666667,0.3333333333333333,0.0,0.1666666666666666,0.0,0.1666666666666666,0.9995116666666668,0.1472979999999999,2.408691333333333,162.866674,146.860006,-85.143333,25.666666666666664,0.0,0.0,11.916666666666666,15.25,6.25,10.666666666666666,0.0,1.1666666666666667,0.0,0.5833333333333334,0.0,0.1666666666666666,0.4166666666666667,0.0833333333333333,1.1666666666666667,0.0,0.0,0.0,-0.123698,0.062663,1.02181,-18.246666666666663,1.05,1.2133333333333334,447.6666666666667,-0.3233333333333333,-0.0833333333333333
14,1188.7933333333333,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.5833333333333334,0.3333333333333333,0.1666666666666666,0.0,0.0833333333333333,0.0,0.0833333333333333,0.8413083333333333,0.356608,1.7563476666666666,44.473337999999984,-7.069997000000001,-77.186668,15.333333333333332,0.0,0.0,11.333333333333334,14.75,6.0,10.333333333333334,0.0,1.0833333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.1666666666666666,1.3333333333333333,0.0,0.0,0.0,-0.120443,0.064779,1.014323,-16.473333333333333,0.8400000000000001,1.3766666666666667,435.3333333333333,-0.3166666666666666,-0.0866666666666666
15,1188.81,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.683105,0.565918,1.104004,-73.919998,-161.0,-69.230003,5.0,0.0,0.0,10.75,14.25,5.75,10.0,0.0,1.0,0.0,0.75,0.0,0.5,0.25,0.25,1.5,0.0,0.0,0.0,-0.117188,0.066895,1.006836,-14.7,0.63,1.54,423.0,-0.31,-0.09
16,1188.8266666666666,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.557617,0.5120443333333333,1.0157876666666668,-65.05333200000001,-176.77333566666667,-48.393335333333326,4.0,0.0,0.0,10.333333333333334,13.583333333333334,5.5,9.666666666666666,0.0,1.25,0.0,0.9166666666666666,0.0,0.5,0.3333333333333333,0.3333333333333333,1.8333333333333333,0.0,0.0,0.0833333333333333,-0.1199546666666666,0.062663,1.008952,-12.763333333333334,-0.3266666666666666,1.54,417.0,-0.3,-0.0966666666666666
17,1188.8433333333332,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.432129,0.4581706666666666,0.9275713333333332,-56.186666,-192.5466713333333,-27.556667666666662,3.0,0.0,0.0,9.916666666666666,12.916666666666666,5.25,9.333333333333334,0.0,1.5,0.0,1.0833333333333333,0.0,0.5,0.4166666666666666,0.4166666666666666,2.1666666666666665,0.0,0.0,0.1666666666666666,-0.1227213333333333,0.058431,1.011068,-10.826666666666666,-1.2833333333333332,1.54,411.0,-0.29,-0.1033333333333333
18,1188.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.306641,0.404297,0.839355,-47.32,-208.320007,-6.72,2.0,0.0,0.0,9.5,12.25,5.0,9.0,0.0,1.75,0.0,1.25,0.0,0.5,0.5,0.5,2.5,0.0,0.0,0.25,-0.125488,0.054199,1.013184,-8.89,-2.24,1.54,405.0,-0.28,-0.11
19,1188.8766666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.1614586666666666,0.371094,0.79541,-28.23333333333333,-235.970001,20.206666,1.3333333333333337,0.0,0.0,9.166666666666666,11.416666666666666,4.833333333333333,8.583333333333334,0.0,1.8333333333333333,0.0,1.5833333333333333,0.0,0.5,0.8333333333333333,0.8333333333333333,2.9166666666666665,0.0,0.0,0.3333333333333333,-0.1258136666666666,0.054362,1.0099286666666667,-8.4,-2.356666666666667,1.5166666666666666,404.3333333333333,-0.2633333333333333,-0.12
20,1188.8933333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0162763333333333,0.337891,0.751465,-9.146666666666668,-263.619995,47.133332,0.6666666666666667,0.0,0.0,8.833333333333334,10.583333333333334,4.666666666666667,8.166666666666666,0.0,1.9166666666666667,0.0,1.9166666666666663,0.0,0.5,1.1666666666666663,1.1666666666666663,3.333333333333333,0.0,0.0,0.4166666666666666,-0.1261393333333333,0.054525,1.0066733333333333,-7.91,-2.473333333333333,1.4933333333333334,403.6666666666667,-0.2466666666666666,-0.13
21,1188.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.128906,0.304688,0.70752,9.94,-291.269989,74.059998,0.0,0.0,0.0,8.5,9.75,4.5,7.75,0.0,2.0,0.0,2.25,0.0,0.5,1.5,1.5,3.75,0.0,0.0,0.5,-0.126465,0.054688,1.003418,-7.42,-2.59,1.47,403.0,-0.23,-0.14
22,1188.9266666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2091469999999999,0.2099613333333333,0.8994143333333334,17.873334,-298.24666333333334,68.27333233333333,0.0,0.0,0.0,8.0,9.166666666666666,4.25,7.25,0.0,2.0,0.0,2.25,0.0,1.0,2.75,2.1666666666666665,4.0,0.0,0.0,0.5833333333333334,-0.126465,0.051921,1.0045573333333333,-8.89,-2.52,1.2833333333333332,411.6666666666667,-0.1966666666666666,-0.1433333333333333
23,1188.9433333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.289388,0.1152346666666666,1.0913086666666667,25.806668,-305.2233376666667,62.486666666666665,0.0,0.0,0.0,7.5,8.583333333333334,4.0,6.75,0.0,2.0,0.0,2.25,0.0,1.5,4.0,2.833333333333333,4.25,0.0,0.0,0.6666666666666666,-0.126465,0.0491539999999999,1.005696666666667,-10.36,-2.45,1.096666666666667,420.3333333333333,-0.1633333333333333,-0.1466666666666666
24,1188.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.369629,0.020508,1.283203,33.740002,-312.200012,56.700001,0.0,0.0,0.0,7.0,8.0,3.75,6.25,0.0,2.0,0.0,2.25,0.0,2.0,5.25,3.5,4.5,0.0,0.0,0.75,-0.126465,0.046387,1.006836,-11.83,-2.38,0.91,429.0,-0.13,-0.15
25,1188.9766666666667,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5174153333333333,0.0349936666666666,1.3422850000000002,37.54333533333333,-314.1600036666667,38.500000666666665,1.6666666666666667,0.0,0.0,6.333333333333333,7.25,3.25,5.5,0.0,2.0,0.0,2.6666666666666665,0.0,2.833333333333333,6.583333333333333,4.25,4.916666666666667,0.1666666666666666,0.25,1.0,-0.1276043333333333,0.0444336666666666,1.00944,-10.873333333333331,-2.73,1.0033333333333334,445.6666666666667,-0.09,-0.1566666666666666
26,1188.993333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6652016666666667,0.0494793333333333,1.401367,41.346668666666666,-316.1199953333333,20.300000333333337,3.333333333333333,0.0,0.0,5.666666666666667,6.5,2.75,4.75,0.0,2.0,0.0,3.083333333333333,0.0,3.666666666666667,7.916666666666666,5.0,5.333333333333333,0.3333333333333333,0.5,1.25,-0.1287436666666666,0.0424803333333333,1.012044,-9.916666666666668,-3.08,1.096666666666667,462.3333333333333,-0.05,-0.1633333333333333
27,1189.01,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.812988,0.063965,1.460449,45.150002,-318.079987,2.1,5.0,0.0,0.0,5.0,5.75,2.25,4.0,0.0,2.0,0.0,3.5,0.0,4.5,9.25,5.75,5.75,0.5,0.75,1.5,-0.129883,0.040527,1.014648,-8.96,-3.43,1.19,479.0,-0.01,-0.17
28,1189.0266666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.00944,0.1805013333333333,1.7672523333333334,56.560000333333335,-325.079987,7.653333333333334,3.333333333333333,0.0,0.0,3.916666666666667,4.75,1.5833333333333337,2.75,0.0,1.6666666666666667,0.0,3.4166666666666665,0.1666666666666666,5.916666666666667,10.416666666666666,6.75,6.333333333333333,0.75,1.0,1.9166666666666667,-0.128581,0.037923,1.0169266666666668,-8.866666666666667,-3.336666666666667,0.6066666666666666,484.0,0.0433333333333333,-0.17
29,1189.0433333333333,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.205892,0.2970376666666666,2.0740556666666667,67.96999866666667,-332.079987,13.206666666666669,1.6666666666666663,0.0,0.0,2.833333333333333,3.75,0.9166666666666669,1.5,0.0,1.3333333333333337,0.0,3.333333333333333,0.3333333333333333,7.333333333333334,11.583333333333334,7.75,6.916666666666667,1.0,1.25,2.333333333333333,-0.127279,0.035319,1.0192053333333333,-8.773333333333333,-3.243333333333333,0.0233333333333332,489.0,0.0966666666666666,-0.17
30,1189.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.402344,0.413574,2.380859,79.379997,-339.079987,18.76,0.0,0.0,0.0,1.75,2.75,0.25,0.25,0.0,1.0,0.0,3.25,0.5,8.75,12.75,8.75,7.5,1.25,1.5,2.75,-0.125977,0.032715,1.021484,-8.68,-3.15,-0.56,494.0,0.15,-0.17
